lemma,part_of_speech,hyponyms
pretense,noun,affectation;appearance;make-believe;masquerade|bluff;hypocrisy;pretext
pretension,noun,ostentation
pretentiousness,noun,ostentation
pretext,noun,putoff
pretzel,noun,soft pretzel
prevailing wind,noun,antitrade wind;antitrades;trade wind
prevalence,noun,currency
prevarication,noun,fib;jactitation;white lie;whopper|fibbing
prevaricator,noun,perjurer;storyteller
prevention,noun,averting;debarment;disqualification;interception;nonproliferation;obviation;prophylaxis;save;suppression
preview,noun,sneak preview
prevision,noun,prefiguration;projection;prophecy
price,noun,assessment;average cost;expensiveness;inexpensiveness;marginal cost|asking price;bid price;closing price;factory price;highway robbery;purchase price;spot price;support level;valuation|death toll
price,verb,mark up;overprice;rig;underquote
price index,noun,consumer price index;producer price index;retail price index
price level,noun,consumer price index;producer price index;retail price index
pricelessness,noun,gold
pricing,noun,price gouging
pricing,verb,mark up;overprice;rig;underquote
prick,noun,score
prick,verb,needle|prickle
pricker,noun,glochidium
pricking,verb,needle|prickle
prickle,noun,glochidium
prickle,verb,needle
prickleback,noun,eelblenny;snakeblenny|ten-spined stickleback;three-spined stickleback
prickling,noun,pins and needles
prickling,verb,needle
prickly ash,noun,hercules'-club;toothache tree
prickly pear,noun,nopal;tuna
prickly pear cactus,noun,nopal;tuna
prickly poppy,noun,mexican poppy
pride,noun,amour propre;dignity;ego;self-esteem|civic pride|arrogance
pridefulness,noun,amour propre;dignity;ego;self-esteem
priest,noun,archpriest;bishop;canon;celebrant;confessor;domestic prelate;father;monsignor;pontifex;priestess;vicar|druid;flamen;hoodoo;lama;magus;shaman;votary
priest-doctor,noun,medicine man
priesthood,noun,clergy;ministry;rabbinate
primary atypical pneumonia,noun,psittacosis
primary care provider,noun,bonesetter;electrologist;medical assistant;medical practitioner;nurse;pharmacist
primary cell,noun,leclanche cell;mercury cell;standard cell;wet cell
primary color,noun,primary color for light;primary color for pigments
primary color for light,noun,primary subtractive color for light
primary colour,noun,primary color for light;primary color for pigments
primary colour for light,noun,primary subtractive color for light
primary election,noun,direct primary
primary school,noun,infant school;junior school
primary solid solution,noun,austenite;double salt;ferrite;martensite
primate,noun,anthropoid;ape;hominid;hominoid;lemur;monkey;prosimian;simian;tarsier
primates,noun,anthropoid;ape;hominid;hominoid;lemur;monkey;prosimian;simian;tarsier
prime minister,noun,taoiseach
prime quantity,noun,prime number
primer,noun,hornbook;speller|detonating fuse;safety fuse;time-fuse|couch
primer coat,noun,couch
priming,noun,detonating fuse;safety fuse;time-fuse|couch
priming coat,noun,couch
primitive person,noun,aryan;autochthon;basket maker;caveman;heidelberg man;missing link;mound builder;piltdown man;savage;wild man
primogenitor,noun,genitor
primrose,noun,auricula;chinese primrose;cowslip;english primrose;oxlip;polyanthus
primula,noun,auricula;chinese primrose;cowslip;english primrose;oxlip;polyanthus
prince,noun,archduke;crown prince;dauphin;elector;grand duke;maharaja;prince consort;prince of wales;princeling;princeling
prince's pine,noun,love-in-winter
princess,noun,archduchess;crown princess;maharani;princess royal
principle,noun,feng shui;pillar;yang;yin|accounting principle;chivalry;ethic;hellenism;legal principle;scruple|conservation;dictate;fundamentals;insurrectionism;logic;pleasure principle;reality principle;tao|gestalt law of organization;gresham's law;le chatelier's principle;localization of function;mass-action principle;mass-energy equivalence;naegele's rule;occam's razor;principle of equivalence;principle of liquid displacement;principle of superposition;principle of superposition|caveat emptor;higher law;hypothetical imperative;moral principle|dialectics
print,noun,small print|contact print;copperplate;engraving;gravure;linocut;lithograph;mezzotint;overprint;silkscreen|fingerprint;footprint;hoofprint;line;line;mintmark;stroke;trace|cutout;proof
print,verb,gazette;republish|misprint|engrave;etch;lithograph;silkscreen;stencil|boldface;cyclostyle;italicize;letter;offset;overprint;prove;typeset
print media,noun,journalism;press;samizdat
print run,noun,split run
printed circuit,noun,circuit board
printed symbol,noun,character;mark;phonogram
printer,noun,compositor;proofreader|dot matrix printer|addressing machine;character printer;electrostatic printer;impact printer;line printer;page printer;printer;thermal printer;typesetting machine
printing,noun,gravure;issue|carbon process;intaglio printing;offset;planographic printing;process printing;relief printing;typography|edition;mackle;proof
printing,verb,gazette;republish|misprint|engrave;etch;lithograph;silkscreen;stencil|boldface;cyclostyle;italicize;letter;offset;overprint;prove;typeset
printing machine,noun,addressing machine;character printer;electrostatic printer;impact printer;line printer;page printer;printer;thermal printer;typesetting machine
printing operation,noun,carriage return;line feed;new line
printing press,noun,flatbed press;rotary press;standing press
printing process,noun,carbon process;intaglio printing;offset;planographic printing;process printing;relief printing;typography
printing unit,noun,milline
printmaker,noun,engraver;lithographer
printmaking,noun,engraving;lithography;serigraphy
prioress,noun,mother
priority,noun,back burner;front burner
priority processing,noun,background processing;foreground processing
prism,noun,parallelepiped;quadrangular prism;triangular prism|erecting prism
prism spectroscope,noun,mass spectrometer;spectrograph
prismatoid,noun,prismoid
prison,noun,bastille;chokey;nick;panopticon;state prison
prison camp,noun,gulag
prison cell,noun,bullpen;cooler;dungeon;guardroom;hold;sweatbox
prison house,noun,bastille;chokey;nick;panopticon;state prison
prison term,noun,hard time;life sentence
prisoner,noun,convict;detainee;hostage;internee;political prisoner;prisoner of war
prisoner of war camp,noun,gulag
privacy,noun,bosom;confidentiality;hiddenness;hiding
private corporation,noun,family business
private detective,noun,hotel detective;inquiry agent;store detective
private enterprise,noun,capitalism
private eye,noun,hotel detective;inquiry agent;store detective
private instructor,noun,crammer
private investigator,noun,hotel detective;inquiry agent;store detective
private parts,noun,female genitalia;male genitalia;pudendum
private property,noun,chattel;effects;stuff
private school,noun,boarding school;day school;seminary
privately held corporation,noun,family business
privateness,noun,bosom;confidentiality;hiddenness;hiding
privates,noun,female genitalia;male genitalia;pudendum
privation,noun,pauperization;starvation
privet,noun,amur privet;california privet;chinese privet;common privet;ibolium privet;japanese privet;ligustrum obtusifolium
privilege,noun,easement;privilege of the floor|attorney-client privilege;informer's privilege;journalist's privilege;marital communications privilege;physician-patient privilege;priest-penitent privilege
privy council,noun,divan
prizefighter,noun,featherweight;heavyweight;light heavyweight;lightweight;middleweight;welterweight
probability,noun,conditional probability;cross section;exceedance;fair chance;fat chance;joint probability;risk;risk|likelihood
probe,noun,fishing expedition
probe,verb,hear;investigate;re-examine|gutter
probiotic,noun,acidophilus
probiotic bacterium,noun,acidophilus
probiotic flora,noun,acidophilus
probiotic microflora,noun,acidophilus
problem,noun,balance-of-payments problem;race problem|case;gordian knot;homework problem;koan;pons asinorum;poser;puzzle;rebus;riddle|can of worms;deep water;growing pains;hydra;matter;pressure point
problem-oriented language,noun,high-level language;job-control language
problem solving,noun,calculation;inquiry
proboscidean,noun,elephant;mastodon
proboscidian,noun,elephant;mastodon
procaine,noun,procaine hydrochloride
procedure,noun,bertillon system;calculation;condition;diagnostic procedure;emergency procedure;experimental procedure;fingerprinting;genetic profiling;indirection;mapping;medical procedure;operating procedure;rigmarole;routine;rule;stiffening|cataloged procedure;contingency procedure;library routine;random number generator;recursive routine;reusable routine;supervisory routine;tracing routine;utility routine|bureaucratic procedure;objection
proceeding,noun,adoption;appeal;bankruptcy;foreclosure;hearing;intervention;lawsuit;legal action;litigation;naturalization;procedure;receivership;review;trial
proceeding,verb,ramble on;segue|head;limp;roar;trace;wander|steamroller;venture;work|do;drag|hold;ride;run on
proceedings,noun,adoption;appeal;bankruptcy;foreclosure;hearing;intervention;lawsuit;legal action;litigation;naturalization;procedure;receivership;review;trial|congressional record;hansard|adoption;appeal;bankruptcy;foreclosure;hearing;intervention;lawsuit;legal action;litigation;naturalization;procedure;receivership;review;trial
proceedings,verb,ramble on;segue|head;limp;roar;trace;wander|steamroller;venture;work|do;drag|hold;ride;run on
proceeds,noun,economic rent;payback
proceeds,verb,ramble on;segue|head;limp;roar;trace;wander|steamroller;venture;work|do;drag|hold;ride;run on
process,noun,bertillon system;calculation;condition;diagnostic procedure;emergency procedure;experimental procedure;fingerprinting;genetic profiling;indirection;mapping;medical procedure;operating procedure;rigmarole;routine;rule;stiffening|basic cognitive process;higher cognitive process|citation;monition;ticket|condensation;defense mechanism;sleep talking|acromion;acrosome;aculea;ala;alveolar arch;alveolar ridge;apophysis;appendix;arista;caruncle;cirrus;condyle;coronoid process;crest;epicondyle;excrescence;fetlock;fimbria;flagellum;hair;horn;horn;mastoid;metaphysis;odontoid process;olecranon;osteophyte;papilla;papilla;papilla;plant process;pseudopod;pterygoid process;ridge;spicule;spine;style;styloid process;tail;tentacle;transverse process;trochanter;tuberosity;villus;zygomatic process|chelation;dealignment;decrease;degeneration;development;economic process;encapsulation;execution;human process;increase;industrial process;irreversible process;iteration;iteration;natural process;operation;organic process;phenomenon;photography;processing;reversible process;sensitization;shaping;variation
process,verb,agenize;air-condition;ammoniate;beneficiate;bituminize;bromate;camphorate;carbonate;carboxylate;chlorinate;chrome;creosote;curry;digest;dose;fluoridate;fumigate;iodize;irradiate;malt;mercerize;nitrate;nitrify;oxygenate;propagate;refine;reverberate;run;scald;seed;sulphur;tank;vulcanize|expedite|countermarch;debouch;file;goose step;parade|coldwork;hot-work;overwork;rack;rework;till;tool|subpoena;wash
processing,noun,blowing;data processing;development;refining;vulcanization
processing,verb,agenize;air-condition;ammoniate;beneficiate;bituminize;bromate;camphorate;carbonate;carboxylate;chlorinate;chrome;creosote;curry;digest;dose;fluoridate;fumigate;iodize;irradiate;malt;mercerize;nitrate;nitrify;oxygenate;propagate;refine;reverberate;run;scald;seed;sulphur;tank;vulcanize|expedite|countermarch;debouch;file;goose step;parade|coldwork;hot-work;overwork;rack;rework;till;tool|subpoena;wash
processing time,noun,command processing overhead time
procession,noun,caravan;cavalcade;convoy;cortege;march;motorcade;parade;recession|career;leapfrog;march;plain sailing;push
processional march,noun,funeral march;wedding march
processus coronoideus,noun,coronoid process of the mandible
proclamation,noun,edict;promulgation
procreation,noun,generation;miscegenation
proctor,noun,invigilator
procurator,noun,pilate
procurer,noun,procuress;whoremaster
procuress,verb,copyright;engage;patent;suborn
procyonid,noun,bassarisk;coati;giant panda;kinkajou;lesser panda;raccoon
prod,noun,ankus;spur
prod,verb,elbow;jog|goad;goose;halloo
prodding,verb,elbow;jog|goad;goose;halloo
prodigy,noun,boy wonder;child prodigy;girl wonder|auspice;death knell;foreboding
produce,noun,eater;edible fruit;vegetable
produce,verb,give birth;grind out;manufacture;sporulate|bootleg;breed;churn out;clap up;confect;custom-make;cut;dummy;elaborate;extrude;fudge together;generate;laminate;machine;output;overproduce;prefabricate;prefabricate;print;proof;pulse;put out;remake;render;reproduce;smelt;turn out;underproduce|induce;leave|turn on|carry;keep;overproduce|offer|cut;fledge;leaf;pod;pupate;regrow;spring;sprout;stool;teethe;work up
producer,noun,arms manufacturer;brewer;distiller;food manufacturer;sericulturist|film maker;theatrical producer
product,noun,cargo;contraband;feature;generic;ironmongery;irregular;line;number;refill;release;schlock;software package;stock;top of the line;yard goods|book;book;by-product;deliverable;end product;inspiration;job;magazine;movie;newspaper;output;turnery;work;yield|factorial;multiple|filtrate;hydrolysate
product line,noun,sideline
production,noun,canalization;devising;foliation;growing;rainmaking;steel production|theatrical production|book;book;by-product;deliverable;end product;inspiration;job;magazine;movie;newspaper;output;turnery;work;yield|picking|boring;breeding;brewing;capacity;cultivation;cultivation;generation;mass production;mining;output;overproduction;quarrying;sericulture;underproduction
prof,noun,assistant professor;associate professor;full professor;regius professor;visiting professor
profaneness,noun,sacrilegiousness
profanity,noun,blasphemy;curse;obscenity
